source,target
2116926372,2019283248
2116926372,2197394770
2116926372,2106435963
2116926372,2117308879
2116926372,1546898075
2116926372,2164043363
2116926372,2144438917
2116926372,2900206087
2116926372,2034749907
2116926372,1991086596
2116926372,2076647611
2116926372,2147051225
2116926372,1940764650
2116926372,2156138339
2116926372,2035184864
2116926372,2103291452
2116926372,2287083264
2116926372,2169164124
2116926372,596179324
2116926372,2331098716
2116926372,1972548048
2116926372,2058404541
2116926372,2019877736
2116926372,2074445526
2116926372,1941457629
2116926372,2480785800
2116926372,1982186402
2116926372,2139415153
2116926372,2151119072
2116926372,1556256689
2116926372,2229830397
2116926372,597921013
2116926372,2056342932
2116926372,2796125511
2116926372,3014277651
2116926372,136837908
2116926372,2320460287
2116926372,2169634368
2116926372,2166643035
2116926372,2120171074
2116926372,2611326558
2116926372,2902925127
2116926372,2106421954
2116926372,17256430
2116926372,2909488579
2116926372,2337189373
2116926372,1982805862
2116926372,2005155813
2074947593,1500084347
2073166664,2077395534
2073166664,2049616015
2073166664,2059838760
2073166664,2143131512
2073166664,2138953586
2073166664,2021551576
2073166664,1984421321
2073166664,2118181081
2073166664,2017421122
2073166664,2148281185
2073166664,2162591179
2073166664,1970690431
2073166664,2103430676
2073166664,2121417887
2073166664,2111280111
2073166664,2148036372
2073166664,2046106425
2073166664,2135614762
2073166664,2010351872
2073166664,2042425762
2073166664,2094864672
2073166664,1988918521
2073166664,2149456307
2073166664,2027785310
2073166664,2144331069
2073166664,2015698272
2073166664,2170259742
2073166664,2092730676
2073166664,1987387312
2073166664,2019613992
2073166664,2020477172
2073166664,2027121124
2073166664,2049776632
2073166664,2030876434
2073166664,2164330451
2073166664,1976457607
2073166664,2008586478
2073166664,2151807320
2073166664,2050112539
2073166664,2088962927
2073166664,1493232412
2791544114,2582561810
2791544114,2790166049
2791544114,1686065478
2791544114,2724523750
2791544114,2758349978
2791544114,2596838841
2791544114,2616445838
2107060530,2037124948
2107060530,2107031757
2107060530,2157273197
2107060530,2410979608
2107060530,1995329134
2107060530,1982007287
2107060530,1645498257
2107060530,2105929252
2107060530,2150957645
2107060530,1494220217
2107060530,2092044610
2107060530,2056366475
2107060530,2002867974
2107060530,2068623541
2107060530,2061091074
2107060530,2120197817
2107060530,1981489656
2107060530,2942385454
2107060530,2031894869
2107060530,2145830169
2107060530,2566527291
2107060530,1964251775
2107060530,2478434958
2107060530,2040750360
2107060530,1573398584
2107060530,1597695204
2107060530,2010044501
2107060530,2014333583
2107060530,2036028241
2107060530,1989309889
2107060530,2131394034
2107060530,1986261968
2107060530,1846081681
2107060530,1540447551
2107060530,2000083959
2107060530,2249381423
2107060530,2797897542
2107060530,137721275
2107060530,592693988
2107060530,1970620520
2107060530,1911355421
2107060530,573800569
2107060530,2141756817
2107060530,1989970774
2107060530,2086401010
2107060530,2032988654
2107060530,134923470
2107060530,2059263453
2107060530,2604625052
2107060530,2027702597
2107060530,2060230808
2232384272,2112090702
2232384272,2159667899
2232384272,2142517301
2232384272,2159981908
2232384272,2153134053
2232384272,202178741
2232384272,1532503642
2232384272,2035654630
2232384272,2137809006
2232384272,2118027753
2232384272,2139023605
2232384272,2009369609
2232384272,1497523460
2232384272,2963523292
2232384272,2039222427
2232384272,1964839757
2232384272,2128005952
2232384272,2133664726
2232384272,2164622009
2232384272,2102445186
2232384272,2143392084
2232384272,2154861391
2232384272,2095738544
2232384272,2050206549
2232384272,2075206716
2232384272,1535374855
2232384272,2163796701
2232384272,2135614762
2232384272,2037103971
2232384272,2014826501
2232384272,2098967410
2232384272,2615617434
2232384272,2048225880
2232384272,2136980047
2232384272,2486972373
2134599899,2157979842
2134599899,2030398623
2134599899,1984901792
2134599899,645974420
2134599899,2044658731
2134599899,1986713131
2134599899,2134827477
2134599899,1982640169
2134599899,2164646550
2134599899,2012728340
2134599899,2023543516
2134599899,1983221152
2134599899,2322188288
2134599899,1966114254
2134599899,2980141070
2134599899,2139519757
2134599899,1746788904
2134599899,2000952803
2134599899,2036794832
2134599899,2119266780
2134599899,2323029450
2134599899,2107510625
2134599899,2019939391
2134599899,2028394852
2134599899,126260223
2134599899,2059001022
2134599899,2079002577
2134599899,1995347160
2134599899,162149263
2134599899,2316444829
2134599899,2146011348
2134599899,581367218
2134599899,2137794218
2134599899,643791560
2134599899,151142268
2134599899,1994394572
2134599899,2023543205
2134599899,2098243069
2134599899,2041246934
2134599899,2081279290
2134599899,1989103263
2134599899,1975742864
2134599899,2489475662
2134599899,85975722
2134599899,28402271
2134599899,1036846848
2010351872,2381723125
2010351872,1681844354
2010351872,1878893887
2010351872,1590740539
2010351872,1966350061
2010351872,2103430676
2010351872,2121417887
2010351872,2141606903
2010351872,2030756552
2010351872,1990270278
2010351872,658647256
2010351872,2094864672
2010351872,2015639952
2010351872,2015698272
2010351872,2092730676
2010351872,1985889100
2010351872,2027121124
2010351872,2113751582
2010351872,2057007388
2010351872,2223604564
2010351872,182234348
2010351872,1992362331
2010351872,2089370294
2010351872,2023594914
2010351872,628116209
2010351872,2045471244
2010351872,1983922296
2010351872,1967252989
2010351872,1990924416
2010351872,2025521104
2010351872,2109322931
2010351872,2088962927
2010351872,1971373131
2010351872,2032343072
2010351872,2047483839
2010351872,2911771015
2010351872,2054788556
2010351872,2069660554
2010351872,174168340
2010351872,1995121370
2010351872,2335228715
2010351872,3001323572
2742330194,2919115771
2742330194,2582561810
2742330194,1888005072
2742330194,1799750435
2742330194,2084591134
2742330194,1493490255
2742330194,2133469585
2742330194,1534477342
2742330194,2041946752
2742330194,1837843568
2742330194,3011865677
2742330194,2232384272
2742330194,1996802155
2742330194,2132553681
2742330194,2159981908
2742330194,2075585362
2742330194,1912982817
2742330194,2054476043
2742330194,2577888896
2742330194,2738406145
2742330194,2072715695
2742330194,2550819555
2742330194,1796766288
2742330194,2963416784
2742330194,2032897813
2742330194,2410465342
2742330194,2142869398
2742330194,2124637344
2742330194,1532503642
2742330194,2542192908
2742330194,2610676001
2742330194,2516338333
2742330194,1975594555
2742330194,2252350410
2742330194,1541280084
2742330194,1514907448
2742330194,2598689838
2742330194,2296706733
2742330194,2143046471
2742330194,2588334501
2742330194,1995358441
2742330194,2622849676
2742330194,2347127863
2742330194,2906447902
2742330194,2248267741
2742330194,1996665163
2742330194,2554337180
2742330194,2424495361
2742330194,2046881809
2742330194,2531862055
2742330194,146417747
2742330194,2041614930
2742330194,2423682914
2742330194,2398287226
2742330194,2187098286
2742330194,2950459456
2742330194,2913935381
2742330194,651477617
2742330194,2593408211
2742330194,2042038069
2742330194,2015462142
2742330194,2604438604
2742330194,2048102542
2742330194,2569999341
2742330194,113059239
2742330194,2086456653
2742330194,621249151
2742330194,2251214593
2742330194,2211582303
2742330194,2096555427
2742330194,1533349965
2742330194,2963908320
2742330194,2607906563
2742330194,2096648510
2742330194,2041709326
2742330194,2767500585
2742330194,1507075132
2742330194,2538371562
2742330194,2624010645
2742330194,1530378878
2742330194,2599221428
2742330194,2535287707
2742330194,2620640962
2742330194,2034968913
2742330194,1526882625
2742330194,2340645138
2742330194,2340204089
2742330194,2981016926
2742330194,2609701675
2742330194,2607624639
2742330194,2337464997
2742330194,2604760541
2742330194,1552508833
2742330194,2537054494
2742330194,2604849625
2742330194,1969944630
2742330194,2923314606
1899215478,2296042795
1899215478,2164777277
1899215478,2045001730
1899215478,2810887452
1899215478,611723161
1899215478,1967806344
1899215478,2319842346
1899215478,1975228824
1899215478,1993462172
1899215478,1627088906
1899215478,1603639248
1899215478,2053829454
1899215478,2007796508
1899215478,1688977474
1899215478,2035647371
1899215478,2062807511
1899215478,2970017660
1899215478,2070051882
1899215478,2062453566
1899215478,2094304570
1899215478,2043899580
1899215478,1806745576
1899215478,2029590687
1899215478,1999261641
1899215478,2130928858
1899215478,65154250
1899215478,2084891037
1899215478,1919126947
1899215478,2008035785
1899215478,1964784431
1899215478,2078163843
1899215478,2111299263
1899215478,1993621007
1899215478,1528347187
1899215478,1988575802
1899215478,2074183460
1899215478,2055676344
1899215478,1971094140
1899215478,1746574197
1899215478,2094968445
1899215478,2024456521
1899215478,2575839616
1899215478,2021783165
1899215478,2025040614
1899215478,2051670544
1899215478,20749067
1899215478,1984589834
1899215478,2043820287
1899215478,1994660808
1899215478,2010448365
1899215478,2037016427
1899215478,2034676886
1899215478,2108133644
1899215478,2045643058
1899215478,2413732478
1899215478,2113318994
1899215478,2079835406
1899215478,65144549
1899215478,2166352290
1899215478,163992591
1899215478,2006562509
2159981908,1532325895
2159981908,2097726431
2159981908,2166706824
2159981908,2114524997
2159981908,40549020
2159981908,2127492100
2159981908,2140173168
2159981908,1988520084
2159981908,2050619059
2159981908,2153222072
2159981908,2145139979
2159981908,2153804780
2159981908,2100974526
2159981908,2133952599
2159981908,1549285799
2159981908,1983599491
2159981908,2106321773
2159981908,2076758314
2159981908,2126948581
2159981908,2133737073
2159981908,1974674099
2159981908,2086530216
2159981908,2907147533
2159981908,2016369760
2159981908,2066424048
2159981908,2005155813
2117485795,1541515907
2117485795,2117847125
2117485795,2079175517
2117485795,1983916587
2117485795,2108771400
2117485795,2156426570
2117485795,2116891078
2117485795,170545881
2117485795,2086763119
2117485795,2043422134
2117485795,2146602107
2117485795,1977204648
2117485795,2158344622
2117485795,2072363525
2117485795,1998038897
2117485795,2081347231
2117485795,2074106093
2117485795,2082666550
2117485795,1976426702
2117485795,2011551781
2117485795,2046756427
2117485795,2166419037
2117485795,2034721713
2117485795,2145208070
2117485795,2412458035
2117485795,2068846565
2117485795,2125708254
2117485795,2163600275
2117485795,2089430523
2117485795,2043692292
2117485795,2132745958
2117485795,2085708451
2117485795,626742665
2117485795,1968896816
2117485795,1985991191
2117485795,1998021498
2117485795,3005467544
2117485795,646925931
2117485795,1663350366
2117485795,2071538008
2139297408,2061820396
2139297408,2141403143
2139297408,1971788485
2139297408,2042123098
2139297408,2108858998
2139297408,1606697907
2139297408,2161728228
2139297408,2047443612
2139297408,2104595316
2139297408,2056609785
2139297408,1996816151
2139297408,1521233381
2139297408,1495750374
2139297408,2108278206
2139297408,389907844
2139297408,1512602432
2139297408,2012329067
2139297408,2112900204
2139297408,2949567784
2139297408,2041157860
2139297408,1680189815
2139297408,2105509646
2139297408,22273296
2139297408,2108050790
2139297408,114870970
2139297408,1564025607
2139297408,2021272950
2139297408,2140697769
2139297408,2126120000
2139297408,1566478939
2139297408,2080169294
2139297408,1985234177
2139297408,2111933629
2139297408,2953058253
2139297408,1973315504
2139297408,1599913669
2139297408,2134339699
2139297408,1586592008
2139297408,2071414330
2139297408,1788846295
2139297408,1968057111
2139297408,1994007819
2139297408,2043790108
2139297408,2029673229
2329271317,2137325786
2329271317,1965048399
2329271317,2326211812
2329271317,2014095905
2329271317,2037569886
2329271317,1992861199
2329271317,2077185581
2329271317,2084427379
2329271317,2080248280
2329271317,2946229944
2329271317,1985717844
2329271317,1968591717
2329271317,1971288929
2329271317,2042205273
2329271317,2096496579
2329271317,1577666784
2329271317,1999532128
2329271317,1977706449
2329271317,1998674423
2329271317,2075828281
2329271317,2041141108
2329271317,2080918940
2329271317,1804447624
1998802214,2140606211
1998802214,1616286551
1998802214,1963945289
1998802214,2004487905
1998802214,2010163426
1998802214,2059669721
1998802214,1666544275
1998802214,1969695916
1998802214,2071255461
1998802214,2092761163
1998802214,2171332305
1998802214,2010166362
1998802214,1998276762
1998802214,2011872868
1998802214,2155754883
1998802214,2973471131
1998802214,2011370092
1998802214,2163581931
1998802214,2103493053
1998802214,2024065722
1998802214,2045787553
1998802214,2069751109
1998802214,2097786849
1998802214,2079089087
1998802214,2061730654
1998802214,2050802850
1998802214,1967641136
1998802214,2063456843
1998802214,2091162446
1998802214,1965692549
1998802214,2160300495
1998802214,2009885279
1998802214,2030360388
1998802214,2069168716
1998802214,2023409149
2139092938,2162196924
2139092938,1980309199
2139092938,1559742681
2139092938,1821797507
2139092938,2125147395
2139092938,2131018314
2139092938,2129559300
2139092938,2071090844
2139092938,2105549490
2139092938,2093410327
2139092938,1541267199
2139092938,1998090778
2139092938,2105707421
2139092938,2125446880
2139092938,2025551837
2139092938,2113136223
2139092938,2090979638
2139092938,2005756201
2139092938,2005149292
2139092938,2161450501
2139092938,2000619876
2139092938,2154131855
2139092938,2143217444
2139092938,2002780348
2139092938,1968899084
2139092938,1525139037
2139092938,1758367192
2139092938,2018843440
2139092938,2159813274
2139092938,1964390696
2139092938,1991587102
2139092938,2000454722
2139092938,2118201036
2139092938,1984305433
2139092938,2042999794
2139092938,1993462172
2139092938,2051541361
2139092938,1996859891
2139092938,2022959185
2139092938,2074099509
2139092938,1983532821
2139092938,1993222366
2139092938,2071482305
2139092938,2290802694
2139092938,1992618627
2139092938,2126819661
2139092938,2002760096
2139092938,2037759571
2139092938,1615624892
2139092938,1968460730
2139092938,2122870641
2139092938,2083302393
2139092938,2088931596
2139092938,1551663317
2139092938,2151137318
2139092938,2326708165
2139092938,1975682905
2139092938,2109228085
2139092938,1967127965
2139092938,2015038624
2139092938,2036338927
2139092938,2100714054
2139092938,2020634566
2139092938,2053829454
2139092938,2074887429
2139092938,2042676846
2139092938,2055369770
2139092938,2034421798
2139092938,2159886305
2139092938,2107291133
2139092938,2112444339
2139092938,2164623611
2139092938,2135328609
2139092938,2011620291
2139092938,1920141860
2139092938,2147791601
2139092938,2043365657
2139092938,2033187770
2139092938,2141896877
2139092938,1988663056
2139092938,2002371359
2139092938,2132975336
2139092938,2080934698
2139092938,2026402282
2139092938,1528967450
2139092938,2045283840
2139092938,2165792108
2139092938,2155433103
2139092938,1986603538
2139092938,2145439917
2139092938,186940566
2139092938,2105371617
2139092938,2125842400
2139092938,1940310886
2139092938,2041183012
2139092938,1976005699
2139092938,2132292769
2139092938,2202712733
2139092938,2973106505
2139092938,1972018621
2139092938,2161060273
2139092938,2049848440
2139092938,2069412950
2139092938,2094450187
2139092938,2059172428
2139092938,2005223615
2139092938,2117160415
2139092938,2113732680
2139092938,2073650605
2139092938,1964739221
2139092938,2029766096
2139092938,2162497158
2139092938,2069106140
2139092938,1488489801
2139092938,1993558196
2139092938,2151214454
2139092938,1549834980
2139092938,1989784279
2139092938,2051541374
2139092938,2100999082
2139092938,2023886727
2139092938,2079730191
2139092938,2119098759
2139092938,1552013470
2139092938,2123530751
2139092938,1972125984
2139092938,2166092191
2139092938,2116221021
2139092938,2162580449
2139092938,1973947372
2139092938,2045492160
2139092938,2167363733
2139092938,1974100655
2139092938,2022682759
2139092938,2130928858
2139092938,2045217682
2139092938,2070436827
2139092938,2154672996
2139092938,2057609336
2139092938,292964
2139092938,2132589534
2139092938,2081713212
2139092938,2083022671
2139092938,2100239625
2139092938,2060153417
2139092938,2050093397
2139092938,2090863519
2139092938,2091547841
2139092938,2216018617
2139092938,2128101163
2139092938,2060619650
2139092938,2072166865
2139092938,2043493176
2139092938,2261026951
2139092938,2009011497
2139092938,1884185558
2139092938,1984612389
2139092938,2025776099
2139092938,2130913886
2139092938,2031389945
2139092938,2059483258
2139092938,2082517825
2139092938,2002453592
2139092938,2051761307
2139092938,2087311190
2139092938,2055511834
2139092938,2137324844
2139092938,2140215342
2139092938,1967131207
2139092938,1974091841
2139092938,934614291
2139092938,2143668648
2139092938,2176522178
2139092938,1973875834
2139092938,2111299263
2139092938,1521522959
2139092938,2148620450
2139092938,2011409753
2139092938,2138665049
2139092938,2073113115
2139092938,2069144875
2139092938,1541466608
2139092938,2038679877
2139092938,2152903772
2139092938,1996634693
2139092938,1568680428
2139092938,2116156727
2139092938,2051171502
2139092938,1994555182
2139092938,1993083141
2139092938,2072528327
2139092938,1549566968
2139092938,1973054160
2139092938,2078277232
2139092938,197001706
2139092938,2117776831
2139092938,1991143755
2139092938,2022568843
2139092938,2070318406
2139092938,2404274487
2139092938,2054308867
2139092938,1997516447
2139092938,2033242173
2139092938,2068735603
2139092938,1986212001
2139092938,1975317900
2139092938,1993865044
2139092938,2102934017
2139092938,2034418514
2139092938,2133662530
2139092938,1999475698
2139092938,1567473534
2139092938,2142539947
2139092938,1992308980
2139092938,2022183380
2139092938,1495556469
2139092938,2073332142
2139092938,2009755884
2139092938,2339392716
2139092938,2049869358
2139092938,1975957138
2139092938,2048314677
2139092938,2099869077
2139092938,2076653243
2139092938,2086756547
2139092938,1972632898
2139092938,1977100456
2139092938,2892281543
2139092938,2032645834
2139092938,2990358738
2139092938,1968775429
2139092938,2023293194
2139092938,2054167352
2139092938,2169341678
2139092938,2048998852
2139092938,157700787
2139092938,2003194878
2139092938,2156679744
2139092938,2070215570
2139092938,3023904845
2139092938,2021883211
2139092938,1976204741
2139092938,2075730399
2139092938,2030658245
2139092938,2020944683
2139092938,2077495051
2139092938,2346828867
2139092938,2069298678
2139092938,3021767183
2139092938,2511841426
2139092938,2062602312
2139092938,2060074052
2139092938,2095105080
2139092938,44586487
2139092938,2025052824
2139092938,2062976920
2139092938,1973732253
2139092938,2001211860
2139092938,2072820219
2139092938,2491441064
2139092938,2004390385
2139092938,1963958965
2139092938,2077339989
2139092938,2119684608
2139092938,2065820376
2139092938,1998554284
2139092938,1978231228
2012975501,2264742718
2012975501,2084015864
2012975501,2381723125
2012975501,2166869510
2012975501,2035782089
2012975501,2092308848
2012975501,2033240844
2012975501,2084325639
2012975501,2171476028
2012975501,1996538871
2012975501,2103430676
2012975501,1995776300
2012975501,1992031418
2012975501,1977077044
2012975501,2106268407
2012975501,1545005244
2012975501,1964116033
2012975501,2119257516
2012975501,2164214746
2012975501,2086367073
2012975501,1468343857
2012975501,2041332713
2012975501,2006565246
2012975501,1983051127
2012975501,1982167877
2012975501,2002745081
2012975501,2103305939
2012975501,2229830397
2012975501,2073755672
2012975501,2092592399
2012975501,1977375267
2012975501,2005148187
2012975501,1979142274
2012975501,2000050759
2012975501,2030644579
2012975501,1999914431
2012975501,1992029790
2012975501,2044601445
2012975501,1979594823
2012975501,2049540686
2012975501,2027455873
2012975501,2156384973
2135678509,2159011576
2135678509,2797811632
2135678509,1562193183
2135678509,2055799281
2135678509,2068891585
2135678509,1595581172
2135678509,2092162010
2135678509,1994850160
2135678509,2100291730
2135678509,2164513265
2135678509,2099098812
2135678509,2006049201
2135678509,2047688508
2135678509,1985809787
2135678509,2081906223
2135678509,1966067390
2135678509,1968181571
2135678509,1992084669
2135678509,1973280165
2135678509,1541706048
2135678509,2045326217
2135678509,2018912281
2135678509,1986414734
2135678509,2057874086
2135678509,1580782930
2135678509,2023814689
2135678509,1622298231
2135678509,2068523826
2135678509,634460904
2135678509,1481308497
2135678509,2952633451
2135678509,1984012129
2135678509,2073969422
2135678509,2084408594
2135678509,2068842553
2135678509,1978014339
2135678509,1970450166
2135678509,577078687
2135678509,2096345399
2135678509,2296548682
2135678509,1981860050
2135678509,2150079789
2135678509,2165830385
2135678509,2082664479
2135678509,622614659
2135678509,1965430301
2135678509,3025456790
2135678509,571482891
2135678509,2266674933
2135678509,163910587
2135678509,2176876828
2135678509,2065214998
2135678509,2097325144
2135678509,593097623
2135678509,1010941905
2135678509,2626101235
2135678509,44562075
2135678509,653079653
2135678509,1976737388
2135678509,2122922251
2135678509,2034791215
2135678509,2126414513
2135678509,2180548912
2135678509,2130364274
2135678509,2022097953
2135678509,986210754
2135678509,1993337679
2135678509,2195463727
2135678509,2499879330
2135678509,2511047203
2135678509,2071062485
2135678509,2057981485
2135678509,2042910136
2135678509,2586661072
2135678509,1969719810
2135678509,2081005988
2135678509,2074370900
2135678509,2049463074
2135678509,2148730757
2135678509,2026381962
2135678509,2162455586
2135678509,394939859
2135678509,2296498583
2135678509,2418952928
2135678509,1995987545
2135678509,2144977470
2135678509,2120895290
2135678509,2129534815
2135678509,2039674157
2135678509,2769985921
2135678509,2505332617
2135678509,2014502984
2135678509,2584444843
2135678509,1495012231
2135678509,1996225217
2135678509,2075499637
2135678509,2063523771
2135678509,1996761650
2135678509,2113845132
2760944227,1481908410
2760944227,1583059097
2760944227,1902174594
2760944227,2078314607
2760944227,2232384272
2760944227,2159667899
2760944227,2196672866
2760944227,2128082596
2760944227,2132553681
2760944227,2004761428
2760944227,1899062379
2760944227,2116926372
2760944227,2016561445
2760944227,2013974666
2760944227,2154868463
2760944227,2137998590
2760944227,2161818974
2760944227,2310489833
2760944227,2129094496
2760944227,1980378097
2760944227,2072606289
2760944227,2170216206
2760944227,2058685418
2760944227,1970593207
2760944227,1532503642
2760944227,2079839135
2760944227,2173132378
2760944227,2163080719
2760944227,2001310261
2760944227,2063214785
2760944227,2566625606
2760944227,2580779885
2760944227,2134530117
2760944227,2125408374
2760944227,2094291381
2760944227,2148186201
2760944227,2034144524
2760944227,2282631200
2760944227,2065710950
2760944227,1979172937
2760944227,2586088658
2760944227,2512471079
2760944227,2610353045
2760944227,1996468215
2760944227,2179362017
2760944227,2119950659
2760944227,1574324054
2760944227,2605487735
2760944227,2188319912
2760944227,2596838841
2760944227,250169057
2760944227,1995170713
2760944227,2596656615
2760944227,2041004514
2760944227,2134599899
2760944227,2147487625
2760944227,2151022459
2760944227,2308341436
2760944227,2111627794
2760944227,2593816498
2760944227,2145989172
2760944227,2170440257
2760944227,2122067981
2760944227,2703096805
2760944227,2001644739
2760944227,2571301499
2760944227,2288755630
2760944227,2541661561
2760944227,2492054209
2760944227,2061364406
2760944227,2211976219
2760944227,2159251310
2760944227,2185228848
2760944227,2153874866
2760944227,2068089734
2760944227,2608898041
2760944227,2591765089
2760944227,1760642209
2760944227,2129556639
2760944227,2204903514
2760944227,2467899067
2760944227,2257269669
2760944227,2026048456
2760944227,2051792797
2760944227,2587783304
2760944227,2060483077
2760944227,2511808850
2760944227,2147320013
2760944227,1996096144
2760944227,1709435319
2760944227,2037223580
2760944227,2100098273
2760944227,2522054027
2760944227,2267133419
2760944227,2133400597
2760944227,2592005081
2760944227,2164375466
2760944227,2398659796
2760944227,2159139671
2760944227,2214863562
2760944227,2135600606
2760944227,2526394992
2760944227,2344483561
2760944227,2060711003
2760944227,2012975501
2760944227,2132845812
2760944227,1992083129
2760944227,2582248245
2760944227,52579478
2760944227,2601886268
2760944227,1509142280
2760944227,2386031575
2760944227,2007320108
2760944227,2163559353
2760944227,2197394770
2760944227,1825482092
2760944227,1991086596
2760944227,2513359383
2760944227,2081553388
2760944227,28124621
2760944227,1941457629
2760944227,2132077757
2760944227,1964983167
2410465342,2097726431
2410465342,1508977358
2410465342,1969568357
2410465342,1522930108
2410465342,2122572908
2410465342,2124637344
2410465342,2124821580
2410465342,1532503642
2410465342,2252350410
2410465342,2251030241
2410465342,2131795306
2410465342,2313384944
2410465342,2289084663
2410465342,2340511639
2410465342,1507075132
2410465342,2106358579
2410465342,1994180792
2410465342,2250590854
2410465342,44892085
2410465342,3031809186
2410465342,2155681203
2410465342,2319485250
2148186201,1992490637
2148186201,2138372852
2148186201,2128082596
2148186201,2116926372
2148186201,2153971674
2148186201,2013974666
2148186201,1966156330
2148186201,1971332585
2148186201,1498743172
2148186201,2079839135
2148186201,2163080719
2148186201,2145783057
2148186201,2031645580
2148186201,2162297565
2148186201,2089347171
2148186201,2035305558
2148186201,2153920784
2148186201,2067684313
2148186201,2138107144
2148186201,2009369609
2148186201,2135568665
2148186201,2107108480
2148186201,2055161138
2148186201,2072824446
2148186201,250169057
2148186201,2142313870
2148186201,2041004514
2148186201,2122220791
2148186201,1530803847
2148186201,2121261177
2148186201,610674108
2148186201,2161957295
2148186201,2315116440
2148186201,2068089734
2148186201,2000896298
2148186201,2047390304
2148186201,1928059346
2148186201,2140545194
2148186201,2129238885
2148186201,2135600606
2148186201,2891280436
2148186201,2164016071
2148186201,2147131714
2148186201,2085387688
2148186201,2473692842
2148186201,2083707758
2148186201,1517059853
2148186201,2029027032
2148186201,565087145
2148186201,631511381
2148186201,2144438917
2148186201,1973635410
2148186201,2287083264
2148186201,1579322524
2148186201,2739359879
2087962303,2296042795
2087962303,1719054056
2087962303,2134438840
2087962303,2150252655
2087962303,2052124375
2087962303,1969770699
